UID	common_name
DOID:0111148	Ectopia Lentis
DOID:0111149	ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE
DOID:0111150	ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT
DOID:0111150	Familial ectopia lentis
DOID:0111150	Ectopia lentis isolated
DOID:0111151	Angina Pectoris, Variant
DOID:0111152	Multi-centric Castleman's Disease
DOID:0111154	Irritable heart
DOID:0111154	Orthostatic intolerance
DOID:0111154	Neurocirculatory Asthenia
DOID:0111154	Hypotension, Orthostatic
DOID:0111154	Postural Orthostatic Tachycardia Syndrome
DOID:0111154	Mitral Valve Prolapse Syndrome
DOID:0111155	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21
DOID:0111156	SPERMATOGENIC FAILURE 9
DOID:0111157	Angiolymphoid hyperplasia
DOID:0111157	Kimura Disease
DOID:0111158	Achondroplasia
DOID:0111158	Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans
DOID:0111160	CATSHL syndrome
DOID:0111161	CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS (disorder)
DOID:0111162	Nevus sebaceous
DOID:0111162	NEVUS, EPIDERMAL (disorder)
DOID:0111162	Nevus, Keratinocytic, Nonepidermolytic
DOID:0111162	Woolly hair nevus
DOID:0111163	Molybdenum Cofactor Deficiency, Complementation Group B
DOID:0111164	Molybdenum Cofactor Deficiency, Complementation Group A
DOID:0111164	Combined molybdoflavoprotein enzyme deficiency
DOID:0111165	Disorder of sulfur-bearing amino acid metabolism
DOID:0111166	Molybdenum Cofactor Deficiency, Complementation Group C
DOID:0111167	Dyggve-Melchior-Clausen syndrome
DOID:0111168	Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency
DOID:0111169	Classical Lissencephalies and Subcortical Band Heterotopias
DOID:0111169	BAND HETEROTOPIA
DOID:0111169	Subcortical Band Heterotopia
DOID:0111170	ATAXIA, SENSORY, AUTOSOMAL DOMINANT
DOID:0111180	Leigh syndrome , French Canadian type
DOID:0111181	MIGRAINE, SPORADIC HEMIPLEGIC
DOID:0111181	Hemiplegic migraine, familial type 1
DOID:0111182	MIGRAINE, FAMILIAL HEMIPLEGIC, 2
DOID:0111182	Migraine, Familial Basilar
DOID:0111183	Migraine, Familial Hemiplegic, 3
DOID:0111184	MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 3
DOID:0111185	MITOCHONDRIAL MYOPATHY AND SIDEROBLASTIC ANEMIA
DOID:0111185	MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1
DOID:0111186	MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 2
DOID:0111187	MYOPATHY, DISTAL, WITH ANTERIOR TIBIAL ONSET
DOID:0111188	Hereditary Myopathy with Early Respiratory Failure
DOID:0111190	MYOPATHY, DISTAL, 4
DOID:0111191	MYOPATHY, DISTAL, TATEYAMA TYPE
DOID:0111192	Facioscapulohumeral muscular dystrophy 1a
DOID:0111192	Muscular Dystrophy, Facioscapulohumeral
DOID:0111193	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1B
DOID:0111194	SPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE
DOID:0111194	Spinal Muscular Atrophy, Proximal, Adult, Autosomal Dominant
DOID:0111195	Erythrokeratodermia variabilis
DOID:0111195	Greither Disease
DOID:0111195	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 1
DOID:0111196	Spinal Muscular Atrophy, Distal, X-Linked 3
DOID:0111199	Distal hereditary motor neuropathy type 7
DOID:0111200	Neuronopathy, Distal Hereditary Motor, Type I
DOID:0111201	Neuropathy, Distal Hereditary Motor, Type VIIA
DOID:0111202	Neuronopathy, Distal Hereditary Motor, Type Viib
DOID:0111203	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V
DOID:0111204	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V
DOID:0111205	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VB
DOID:0111206	Spinal muscular atrophy, Jerash type
DOID:0111206	Distal Hereditary Motor Neuropathy, Type II
DOID:0111207	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIB
DOID:0111208	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIA
DOID:0111209	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC
DOID:0111210	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IID
DOID:0111212	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IX
DOID:0111213	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4
DOID:0111214	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5
DOID:0111215	SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE (disorder)
DOID:0111216	Myopathy, Centronuclear, Autosomal Recessive
DOID:0111216	Autosomal Recessive Centronuclear Myopathy
DOID:0111217	Myopathy, Centronuclear, Autosomal Dominant
DOID:0111218	FRIEDREICH ATAXIA 1
DOID:0111220	Myopathy, Centronuclear, Autosomal Recessive
DOID:0111221	MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION
DOID:0111222	MYOPATHY, CENTRONUCLEAR, 5
DOID:0111223	Myopathy, Centronuclear, Autosomal Dominant
DOID:0111223	Myopathy, Centronuclear, 1
DOID:0111224	MYOPATHY, CENTRONUCLEAR, 4
DOID:0111225	X-linked centronuclear myopathy
DOID:0111227	FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED
DOID:0111228	SVEINSSON CHORIORETINAL ATROPHY
DOID:0111230	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11
DOID:0111231	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8
DOID:0111232	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9
DOID:0111233	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14
DOID:0111234	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7
DOID:0111235	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 12
DOID:0111236	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3
DOID:0111237	Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1
DOID:0111237	Walker-Warburg congenital muscular dystrophy
DOID:0111238	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13
DOID:0111239	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 10
DOID:0111240	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 2
DOID:0111241	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 5
DOID:0111242	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 6
DOID:0111243	Acromicric Dysplasia
DOID:0111244	PALMOPLANTAR KERATODERMA AND CONGENITAL ALOPECIA 1
DOID:0111244	Alopecia congenita keratosis palmoplantaris
DOID:0111246	Amyotrophic Lateral Sclerosis, Guam Form
DOID:0111247	Brachydactyly with hypertension
DOID:0111248	Cerebrocostomandibular Syndrome
DOID:0111249	Coloboma, cleft lip-palate and mental retardation syndrome
DOID:0111249	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION
DOID:0111252	Familial Acoustic Neuroma
DOID:0111252	Neuroma, Acoustic, Bilateral
DOID:0111252	Schwannoma, Acoustic, Bilateral
DOID:0111252	Neurofibromatosis 2
DOID:0111252	Acoustic Neuroma
DOID:0111253	Neurofibromatosis 1
DOID:0111253	NEUROFIBROMATOSIS, FAMILIAL SPINAL
DOID:0111254	Glutaric aciduria, type 1
DOID:0111255	Kaufman-McKusick syndrome
DOID:0111256	Hyperferritinemia, hereditary, with congenital cataracts
DOID:0111257	gamma-Glutamyltransferase deficiency
DOID:0111258	Pentosuria
DOID:0111259	Genee-Wiedemann syndrome
DOID:0111260	Phosphoribosylpyrophosphate Synthetase Superactivity
DOID:0111261	Fumaric aciduria
DOID:0111261	Fumarase deficiency
DOID:0111262	MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY
DOID:0111263	Combined Malonic and Methylmalonic Aciduria
DOID:0111264	RUIJS-AALFS SYNDROME
DOID:0111265	Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism
DOID:0111266	Geroderma osteodysplastica
DOID:0111268	Myopathy, Hyaline Body, Autosomal Recessive
DOID:0111269	MYOPATHY, MYOSIN STORAGE (disorder)
DOID:0111270	Sulfite oxidase deficiency
DOID:0111270	Sulfocysteinuria
DOID:0111271	Oliver-McFarlane syndrome
DOID:0111272	Cutis laxa, x-linked
DOID:0111273	Neuropathy ataxia and retinis pigmentosa
DOID:0111274	CODAS syndrome
DOID:0111275	Apraxia, Developmental Verbal
DOID:0111276	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis
DOID:0111276	SPINOCEREBELLAR ATAXIA WITH EPILEPSY
DOID:0111277	Trifunctional Protein Deficiency With Myopathy And Neuropathy
DOID:0111278	Histiocytosis with joint contractures and sensorineural deafness
DOID:0111281	PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO
DOID:0111286	PSORIASIS SUSCEPTIBILITY 1
DOID:0111287	PSORIASIS 13, SUSCEPTIBILITY TO
DOID:0111292	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10
DOID:0111294	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2
DOID:0111294	Febrile Convulsions, Familial, 3a
DOID:0111295	FEBRILE SEIZURES, FAMILIAL, 3B
DOID:0111295	Generalized Epilepsy With Febrile Seizures Plus, 7
DOID:0111298	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2
DOID:0111301	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9
DOID:0111302	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1
DOID:0111305	FEBRILE CONVULSIONS, FAMILIAL, 4
DOID:0111308	FEBRILE SEIZURES, FAMILIAL, 11
DOID:0111312	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11
DOID:0111313	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12
DOID:0111314	Epilepsy, Childhood Absence, Susceptibility To, 4
DOID:0111314	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 13
DOID:0111315	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14
DOID:0111321	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 7
DOID:0111322	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8
DOID:0111323	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 6
DOID:0111323	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9
DOID:0111324	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1
DOID:0111325	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 10
DOID:0111327	MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 4 (disorder)
DOID:0111329	Pyridoxamine 5-Prime-Phosphate Oxidase Deficiency
DOID:0111330	Combined Saposin Deficiency
DOID:0111331	MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND WITH OR WITHOUT AUTISTIC FEATURES
DOID:0111332	PITT-HOPKINS-LIKE SYNDROME 2
DOID:0111333	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET
DOID:0111333	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET, MILD VARIANT
DOID:0111334	LEPTIN DEFICIENCY OR DYSFUNCTION
DOID:0111335	MYOPATHY WITH EXTRAPYRAMIDAL SIGNS
DOID:0111336	Craniofacial deafness hand syndrome
DOID:0111337	JACKSON-WEISS SYNDROME
DOID:0111338	Creatine phosphokinase serum increased
DOID:0111339	Mutilating keratoderma
DOID:0111340	OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, ATAXIA, AND NEUROPATHY
DOID:0111341	Failure of Tooth Eruption, Primary
DOID:0111342	Dermatopathia pigmentosa reticularis
DOID:0111343	Lateral meningocele
DOID:0111343	LATERAL MENINGOCELE SYNDROME
DOID:0111344	MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA
DOID:0111345	Transient bullous dermolysis of the newborn
DOID:0111346	Epidermolysis bullosa simplex with mottled pigmentation
DOID:0111347	Epidermolysis Bullosa With Congenital Localized Absence Of Skin And Deformity Of Nails
DOID:0111348	Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness
DOID:0111349	Desmoid disease, hereditary
DOID:0111349	Desmoid Tumor Caused By Somatic Mutation
DOID:0111350	Laurin-Sandrow Syndrome, Segmental
DOID:0111350	LAURIN-SANDROW SYNDROME
DOID:0111351	D-2-HYDROXYGLUTARIC ACIDURIA 1
DOID:0111352	D-2-HYDROXYGLUTARIC ACIDURIA 2
DOID:0111353	Arthrogryposis, renal dysfunction, and cholestasis 1
DOID:0111353	Arthrogryposis with renal dysfunction and cholestasis syndrome
DOID:0111354	ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2
DOID:0111355	HYDROLETHALUS SYNDROME 1
DOID:0111356	Hydrolethalus Syndrome 2
DOID:0111357	Fingerprints, Absence of
DOID:0111358	Floating-harbor syndrome
DOID:0111359	GIANT PIGMENTED HAIRY NEVUS
DOID:0111359	Nevus spilus
DOID:0111359	Congenital melanocytic nevus
DOID:0111359	Epithelioid and spindle cell nevus
DOID:0111360	Hypotrichosis, lymphedema, telangiectasia, renal defect syndrome
DOID:0111361	HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME
DOID:0111362	Hawkinsinuria
DOID:0111363	Heinz Body Anemias
DOID:0111364	ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO
DOID:0111364	Alzheimer Disease 9
DOID:0111365	Thin basement membrane disease
DOID:0111365	Hematuria, Benign Familial
DOID:0111366	Hepatic Adenomas, Familial
DOID:0111367	HIP DYSPLASIA, BEUKES TYPE
DOID:0111368	Cholesteryl Ester Transfer Protein Deficiency
DOID:0111369	Cholesteryl Ester Transfer Protein Deficiency
DOID:0111369	HYPERALPHALIPOPROTEINEMIA 1
DOID:0111369	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 10
DOID:0111370	Apolipoprotein C-III Deficiency
DOID:0111371	Isolated hyperchlorhidrosis
DOID:0111372	Worth disease
DOID:0111373	HYPERPIGMENTATION, FAMILIAL PROGRESSIVE
DOID:0111374	THYROID HORMONE RESISTANCE, SELECTIVE PITUITARY
DOID:0111375	Pena-Shokeir syndrome type I
DOID:0111377	Pena-Shokeir syndrome type I
DOID:0111380	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR
DOID:0111381	Oculootoradial syndrome
DOID:0111382	SMALL PATELLA SYNDROME
DOID:0111382	Patella aplasia, coxa vara, tarsal synostosis
DOID:0111383	Keratitis, hereditary
DOID:0111384	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 2
DOID:0111385	Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1
DOID:0111385	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA
DOID:0111386	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 3
DOID:0111387	Hypoparathyroidism, Autosomal Recessive
DOID:0111387	Hypoparathyroidism - autosomal dominant
DOID:0111387	Hypoparathyroidism familial isolated
DOID:0111388	Congenital absence of parathyroid gland
DOID:0111388	Hypoparathyroidism - X-linked
DOID:0111389	Hurler-Scheie Syndrome
DOID:0111390	Pfaundler-Hurler Syndrome
DOID:0111391	GALNS Deficiency
DOID:0111391	Mucopolysaccharidosis, MPS-IV-A
DOID:0111392	beta-Galactosidase Deficiency
DOID:0111392	Mucopolysaccharidosis type IVB
DOID:0111393	MPS III C
DOID:0111394	MPS III B
DOID:0111395	Mucopolysaccharidosis Type IIIA
DOID:0111396	Congenital dyserythropoietic anemia, type I
DOID:0111397	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ib
DOID:0111397	Congenital dyserythropoietic anemia, type I
DOID:0111398	Congenital dyserythropoietic anemia, type I
DOID:0111398	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ib
DOID:0111399	Congenital dyserythropoietic anemia, type III
DOID:0111400	Congenital dyserythropoietic anemia type IV
DOID:0111401	Congenital dyserythropoietic anemia, type II
DOID:0111402	MPS III D
DOID:0111403	MEGA-CORPUS-CALLOSUM SYNDROME WITH CEREBELLAR HYPOPLASIA AND CORTICAL MALFORMATIONS
DOID:0111404	Jalili syndrome
DOID:0111404	Cone rod dystrophy amelogenesis imperfecta
DOID:0111405	FRASER SYNDROME 1
DOID:0111405	Cryptophthalmos syndrome
DOID:0111406	FRASER SYNDROME 3
DOID:0111407	FRASER SYNDROME 2
DOID:0111408	Exudative Vitreoretinopathy 5
DOID:0111409	EXUDATIVE VITREORETINOPATHY 3
DOID:0111410	EXUDATIVE VITREORETINOPATHY 6
DOID:0111411	EXUDATIVE VITREORETINOPATHY 4 (disorder)
DOID:0111412	Retinopathy of Prematurity
DOID:0111412	Exudative vitreoretinopathy 1
DOID:0111413	Exudative Vitreoretinopathy, Familial, X-Linked Recessive
DOID:0111414	Trichohepatoenteric Syndrome
DOID:0111415	TRICHOHEPATOENTERIC SYNDROME 1
DOID:0111415	Trichohepatoenteric Syndrome
DOID:0111416	TRICHOHEPATOENTERIC SYNDROME 2
DOID:0111418	Familial apolipoprotein C-II deficiency
DOID:0111418	Apolipoprotein C-II Deficiency (disorder)
DOID:0111420	HYPERLIPOPROTEINEMIA, TYPE ID
DOID:0111421	Hyperlipoproteinemia Type V
DOID:0111421	Hyperchylomicronemia With Hyperprebetalipoproteinemia, Familial
DOID:0111422	Lipase deficiency combined
DOID:0111423	Branchiootorenal Syndrome 1
DOID:0111423	Branchio-Oto-Renal Syndrome
DOID:0111424	Branchiootorenal Syndrome 2
DOID:0111425	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1 (disorder)
DOID:0111427	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3 (disorder)
DOID:0111428	TREMOR, HEREDITARY ESSENTIAL, 1
DOID:0111431	TREMOR, HEREDITARY ESSENTIAL, 4
DOID:0111432	TREMOR, HEREDITARY ESSENTIAL, 5
DOID:0111433	OPTIC ATROPHY AND CATARACT, AUTOSOMAL DOMINANT
DOID:0111434	OPTIC ATROPHY 10 WITH OR WITHOUT ATAXIA, MENTAL RETARDATION, AND SEIZURES
DOID:0111435	OPTIC ATROPHY 6 (disorder)
DOID:0111436	OPTIC ATROPHY 11
DOID:0111437	OPTIC ATROPHY 7 (disorder)
DOID:0111438	OPTIC ATROPHY 5 (disorder)
DOID:0111439	OPTIC ATROPHY 8
DOID:0111440	OPTIC ATROPHY 4 (disorder)
DOID:0111441	Optic Atrophy 1
DOID:0111442	OPTIC ATROPHY 9
DOID:0111443	OPTIC ATROPHY 2 (disorder)
DOID:0111444	Action Myoclonus-Renal Failure Syndrome
DOID:0111445	EPILEPSY, PROGRESSIVE MYOCLONIC, 10
DOID:0111446	EPILEPSY, PROGRESSIVE MYOCLONIC 3
DOID:0111447	EPILEPSY, PROGRESSIVE MYOCLONIC 7
DOID:0111448	Prickle1-Related Progressive Myoclonus Epilepsy with Ataxia
DOID:0111449	EPILEPSY, PROGRESSIVE MYOCLONIC, 6
DOID:0111450	EPILEPSY, PROGRESSIVE MYOCLONIC, 9
DOID:0111451	EPILEPSY, PROGRESSIVE MYOCLONIC, 8
DOID:0111452	Unverricht-Lundborg Syndrome
DOID:0111453	2-AMINOADIPIC 2-OXOADIPIC ACIDURIA
DOID:0111454	SHORT syndrome
DOID:0111455	GRACILE SYNDROME (disorder)
DOID:0111456	Kaufman oculocerebrofacial syndrome
DOID:0111457	STING-ASSOCIATED VASCULOPATHY, INFANTILE-ONSET
DOID:0111458	UDPglucose 4-epimerase deficiency disease
DOID:0111459	Classical galactosemia
DOID:0111460	Cardio-facio-cutaneous syndrome
DOID:0111461	CARDIOFACIOCUTANEOUS SYNDROME 2
DOID:0111462	CARDIOFACIOCUTANEOUS SYNDROME 3
DOID:0111463	CARDIOFACIOCUTANEOUS SYNDROME 4
DOID:0111464	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35
DOID:0111465	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21
DOID:0111467	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13
DOID:0111468	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25
DOID:0111469	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 16
DOID:0111470	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28
DOID:0111471	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30
DOID:0111472	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9
DOID:0111473	Combined Oxidative Phosphorylation Deficiency 5
DOID:0111474	Combined Oxidative Phosphorylation Deficiency 1
DOID:0111476	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19
DOID:0111476	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency
DOID:0111477	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14
DOID:0111478	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20
DOID:0111479	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8
DOID:0111480	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10
DOID:0111481	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11
DOID:0111482	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36
DOID:0111483	Combined Oxidative Phosphorylation Deficiency 2
DOID:0111484	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18
DOID:0111485	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 24
DOID:0111486	Combined Oxidative Phosphorylation Deficiency 3
DOID:0111487	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7
DOID:0111488	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31
DOID:0111489	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27
DOID:0111490	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26
DOID:0111491	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15
DOID:0111492	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32
DOID:0111493	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12
DOID:0111494	Combined Oxidative Phosphorylation Deficiency 4
DOID:0111495	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33
DOID:0111496	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17
DOID:0111497	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34
DOID:0111498	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22
DOID:0111500	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 23
DOID:0111501	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 29
DOID:0111502	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 6
DOID:0111503	Li-Fraumeni Syndrome
DOID:0111503	Li-Fraumeni-Like Syndrome
DOID:0111504	Li-Fraumeni Syndrome 2
DOID:0111505	Palmoplantar Keratoderma with Deafness
DOID:0111506	TYLOSIS WITH ESOPHAGEAL CANCER
DOID:0111507	Lenz Majewski hyperostotic dwarfism
DOID:0111508	Platyspondylic Lethal Skeletal Dysplasia, Torrance Type
DOID:0111509	Lymphedema-Distichiasis Syndrome with Renal Disease and Diabetes Mellitus
DOID:0111509	Lymphedema distichiasis syndrome
DOID:0111510	Marshall syndrome
DOID:0111511	Melanoma astrocytoma syndrome
DOID:0111512	Metachondromatosis
DOID:0111513	METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY
DOID:0111514	Metatropic dwarfism
DOID:0111515	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy
DOID:0111515	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2
DOID:0111516	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4
DOID:0111517	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 2
DOID:0111518	Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 5
DOID:0111519	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 6
DOID:0111520	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 3
DOID:0111521	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1
DOID:0111522	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1
DOID:0111523	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 3
DOID:0111524	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 5
DOID:0111525	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4
DOID:0111526	Mullerian Aplasia and Hyperandrogenism
DOID:0111527	Jankovic Rivera syndrome
DOID:0111528	Naegeli syndrome
DOID:0111529	Capillary malformation (disorder)
DOID:0111529	Nevi flammei, familial multiple
DOID:0111529	Port-Wine Stain
DOID:0111530	Nevus sebaceous
DOID:0111530	Organoid Nevus Phakomatosis
DOID:0111530	Nevus Sebaceus of Jadassohn
